id,city,number_of_rooms,area,price,years_of_construction,have_balcony,have_garage,rating,category
7207,Marseille,2,130,453448,2007,1,1,3.0999999999999996,low
7208,Lyon,2,74,387405,2010,1,0,3.5,medium
7209,Marseille,2,76,412062,2014,1,0,3.5999999999999996,high
7210,Marseille,2,71,175871,2005,0,0,1.9999999999999998,low
7211,Paris,1,80,1222710,2019,0,0,4.0,high
7212,Lyon,2,123,746578,2009,1,1,4.3,medium
7213,Paris,1,24,234765,2016,0,0,3.2,medium
7214,Marseille,3,108,512820,2010,1,1,3.8999999999999995,medium
7215,Lyon,2,50,221795,2006,1,0,3.2,medium
7216,Paris,1,39,499238,2016,0,0,3.7,high
7217,Marseille,3,150,647345,2008,1,1,3.8999999999999995,medium
7218,Marseille,2,107,413665,2007,0,1,3.3,medium
7219,Marseille,2,136,730906,2021,1,1,4.199999999999999,medium
7220,Marseille,2,60,185223,2013,1,0,2.5999999999999996,low
7221,Lyon,1,50,345537,2011,1,0,3.7,high
7222,Paris,2,53,795063,2020,0,0,4.3,high
7223,Marseille,2,78,384239,2012,1,0,3.5999999999999996,high
7224,Marseille,2,76,269235,2008,0,0,2.8,medium
7225,Marseille,1,60,416585,2023,1,0,3.5999999999999996,high
7226,Paris,3,100,1446124,2023,0,0,4.3,high
7227,Marseille,1,95,534917,2016,1,1,3.5999999999999996,medium
7228,Marseille,1,78,437440,2019,1,0,3.5999999999999996,high
7229,Marseille,1,78,232533,2011,0,0,2.5,medium
7230,Marseille,1,68,303890,2007,0,0,2.7,high
7231,Paris,1,53,714814,2012,0,0,3.7,high
7232,Paris,2,64,672806,2016,0,0,3.8,medium
7233,Lyon,2,67,333700,2005,0,0,2.9000000000000004,medium
7234,Lyon,1,78,452400,2005,0,0,3.1000000000000005,high
7235,Paris,1,92,1219609,2020,1,0,4.3,high
7236,Marseille,1,60,259725,2023,0,0,2.8,medium
7237,Paris,1,61,843086,2021,0,0,4.0,high
7238,Marseille,2,76,262831,2008,1,0,3.0999999999999996,medium
7239,Lyon,2,60,239006,2016,0,0,3.5,medium
7240,Marseille,2,125,721426,2014,1,1,4.3999999999999995,high
7241,Marseille,2,102,607015,2021,1,1,4.699999999999999,high
7242,Lyon,2,73,337517,2008,1,0,3.5,medium
7243,Marseille,3,151,698720,2020,1,1,4.199999999999999,medium
7244,Marseille,1,88,333496,2010,0,1,3.0,medium
7245,Marseille,1,71,343659,2010,0,0,3.0,high
7246,Lyon,2,50,401606,2023,0,0,4.0,high
7247,Paris,1,65,664723,2005,0,0,2.9000000000000004,medium
7248,Lyon,3,138,645142,2015,1,1,3.8,low
7249,Paris,3,100,1324987,2024,1,1,4.6,medium
7250,Paris,2,84,914000,2024,0,1,4.3,medium
7251,Lyon,2,61,303899,2012,0,0,3.2,medium
7252,Lyon,1,65,342210,2016,1,0,3.5,medium
7253,Lyon,3,128,715836,2006,1,0,3.5,medium
7254,Lyon,2,50,286902,2005,0,0,2.9000000000000004,medium
7255,Lyon,2,77,352287,2012,1,0,3.5,medium
7256,Lyon,2,108,767791,2021,1,0,4.6,high
7257,Marseille,1,63,313203,2008,0,0,3.0,high
7258,Paris,1,30,267610,2007,0,0,2.6000000000000005,medium
7259,Marseille,1,97,532409,2020,0,0,3.3,high
7260,Lyon,2,50,285494,2007,0,0,2.9000000000000004,medium
7261,Lyon,2,96,608832,2013,0,0,3.7,high
7262,Lyon,2,106,702582,2011,1,1,4.3,medium
7263,Paris,1,20,191303,2022,0,0,3.2,medium
7264,Paris,1,39,447069,2008,0,0,3.4000000000000004,high
7265,Paris,1,31,272453,2006,0,0,2.6000000000000005,medium
7266,Paris,1,33,372182,2012,0,0,3.4000000000000004,high
7267,Paris,2,61,503418,2006,0,0,3.2,medium
7268,Paris,2,69,707496,2018,0,0,3.8,medium
7269,Marseille,1,76,371267,2016,0,0,3.3,high
7270,Paris,1,74,940059,2020,0,0,4.0,high
7271,Paris,1,45,572668,2018,0,0,4.0,high
7272,Marseille,3,162,658755,2007,1,0,3.0999999999999996,medium
7273,Lyon,2,100,353127,2006,1,0,2.7,low
7274,Marseille,3,118,582219,2019,0,1,3.8999999999999995,medium
7275,Lyon,3,109,852469,2017,1,0,4.6,high
7276,Paris,1,78,853089,2009,1,0,3.5,medium
7277,Lyon,2,106,437262,2006,1,1,3.5,low
7278,Lyon,1,50,322550,2017,0,0,3.7,high
7279,Marseille,2,133,442954,2011,0,1,3.0999999999999996,low
7280,Paris,2,84,755226,2015,0,0,3.5,medium
7281,Paris,1,38,578707,2024,0,0,3.7,high
7282,Marseille,3,114,389292,2013,1,0,3.3999999999999995,medium
7283,Lyon,2,95,444519,2015,1,1,3.5,low
7284,Paris,1,96,918296,2006,0,0,2.9000000000000004,medium
7285,Marseille,2,60,215373,2007,0,0,2.5,medium
7286,Marseille,3,110,525939,2009,1,1,3.8999999999999995,medium
7287,Marseille,1,76,275349,2011,1,0,2.8,medium
7288,Lyon,2,110,492298,2006,0,1,3.2,low
7289,Lyon,2,55,328276,2022,1,0,3.8,medium
7290,Lyon,3,133,678440,2015,1,0,3.8,medium
7291,Marseille,2,60,214163,2022,0,0,3.0999999999999996,medium
7292,Paris,1,63,574573,2021,0,0,3.5,medium
7293,Lyon,1,82,519933,2012,1,1,3.7,medium
7294,Lyon,3,124,875966,2016,1,0,4.6,high
7295,Lyon,1,71,463230,2010,1,0,3.7,high
7296,Paris,2,65,637492,2009,0,0,3.5,medium
7297,Paris,2,76,966263,2015,1,0,4.3,high
7298,Lyon,3,142,924710,2015,1,1,4.3,medium
7299,Paris,1,62,697124,2005,0,0,3.4000000000000004,high
7300,Lyon,2,131,722217,2015,1,1,4.3,medium
7301,Paris,1,79,716770,2007,0,0,2.9000000000000004,medium
7302,Paris,1,31,327287,2015,0,0,2.9000000000000004,medium
7303,Paris,1,57,405434,2020,0,0,3.0,low
7304,Lyon,3,127,549446,2005,0,0,3.2,medium
7305,Lyon,2,103,693256,2016,1,0,4.6,high
7306,Lyon,1,50,311951,2010,0,0,3.4000000000000004,high
7307,Marseille,3,105,760960,2018,1,1,4.699999999999999,high
7308,Lyon,1,70,417967,2018,0,0,3.7,high
7309,Marseille,3,153,676431,2013,1,0,3.3999999999999995,medium
7310,Marseille,3,100,500130,2020,1,1,3.8999999999999995,medium
7311,Marseille,3,172,691349,2009,1,0,3.3999999999999995,medium
7312,Marseille,2,130,680622,2011,0,1,3.5999999999999996,medium
7313,Lyon,2,146,952912,2019,1,1,4.6,medium
7314,Lyon,2,83,436329,2019,1,0,3.8,medium
7315,Paris,1,60,773715,2014,1,0,4.0,high
7316,Lyon,1,72,392476,2013,1,0,3.2,medium
7317,Paris,1,48,352664,2006,0,0,2.4000000000000004,low
7318,Marseille,2,60,180920,2020,0,0,3.0999999999999996,medium
7319,Paris,1,37,358579,2013,0,0,2.9000000000000004,medium
7320,Paris,2,74,801265,2005,0,0,3.2,medium
7321,Marseille,2,109,583207,2013,1,1,3.8999999999999995,medium
7322,Paris,1,84,1088109,2019,0,0,4.0,high
7323,Lyon,2,84,508213,2019,1,1,4.3,medium
7324,Paris,1,91,1082396,2019,0,0,4.0,high
7325,Lyon,2,68,390819,2014,1,0,3.5,medium
7326,Marseille,3,116,673806,2016,1,1,4.699999999999999,high
7327,Lyon,1,99,691204,2021,0,0,3.7,high
7328,Marseille,2,60,220254,2008,0,0,2.8,medium
7329,Paris,2,72,800241,2005,0,0,3.7,high
7330,Lyon,3,114,943019,2024,1,1,5.0,high
7331,Lyon,2,103,658883,2008,1,1,4.3,medium
7332,Paris,1,35,351699,2009,0,0,2.9000000000000004,medium
7333,Lyon,2,56,258996,2011,1,0,3.5,medium
7334,Paris,2,63,784298,2014,0,0,4.0,high
7335,Lyon,2,78,589590,2022,1,0,4.3,high
7336,Paris,1,61,515072,2022,0,0,3.5,medium
7337,Marseille,2,132,812844,2013,1,1,4.3999999999999995,high
7338,Marseille,4,180,763854,2007,1,0,3.3999999999999995,medium
7339,Paris,2,69,802672,2006,0,0,3.7,high
7340,Marseille,2,60,337443,2023,0,0,3.5999999999999996,high
7341,Marseille,1,60,246889,2005,1,0,2.5,medium
7342,Paris,2,61,490495,2018,1,0,3.5999999999999996,low
7343,Paris,2,75,1163850,2024,1,0,4.6,high
7344,Marseille,3,116,336657,2013,0,0,2.5999999999999996,low
7345,Lyon,2,55,319952,2018,1,0,3.8,medium
7346,Marseille,3,145,757677,2020,0,1,3.8999999999999995,medium
7347,Lyon,1,54,266116,2008,0,0,2.9000000000000004,medium
7348,Marseille,2,75,310333,2014,1,0,3.0999999999999996,medium
7349,Lyon,2,94,421784,2007,1,0,3.2,medium
7350,Paris,1,35,248771,2005,0,0,2.1000000000000005,low
7351,Lyon,2,50,282925,2009,1,0,3.5,medium
7352,Marseille,1,75,356050,2019,1,0,3.0999999999999996,medium
7353,Paris,2,58,507145,2014,1,0,3.8,medium
7354,Paris,1,39,519660,2018,0,0,3.7,high
7355,Marseille,2,60,300020,2011,0,0,3.3,high
7356,Marseille,1,60,195078,2012,1,0,2.8,medium
7357,Marseille,1,63,269220,2008,1,0,2.8,medium
7358,Paris,2,54,476159,2015,0,0,3.5,medium
7359,Marseille,3,180,1016991,2012,0,1,4.1,high
7360,Paris,2,84,912090,2019,0,0,3.8,medium
7361,Marseille,2,84,489812,2022,0,0,3.5999999999999996,high
7362,Lyon,1,89,602223,2014,1,0,3.7,high
7363,Marseille,3,112,641593,2015,0,0,3.5999999999999996,high
7364,Lyon,3,123,633589,2008,1,0,3.8,medium
7365,Marseille,3,116,373659,2011,1,0,2.8999999999999995,low
7366,Paris,1,47,553391,2016,0,0,4.0,high
7367,Lyon,1,90,510588,2013,1,0,3.2,medium
7368,Marseille,2,114,496281,2006,0,1,3.3,medium
7369,Paris,1,43,445576,2010,0,0,3.2,medium
7370,Lyon,1,50,326457,2016,1,0,4.0,high
7371,Marseille,2,118,438930,2013,1,0,3.3999999999999995,medium
7372,Paris,2,77,939976,2015,1,0,3.8,medium
7373,Marseille,2,115,673534,2021,1,1,4.699999999999999,high
7374,Lyon,3,112,690262,2012,1,0,3.8,medium
7375,Marseille,2,86,326514,2014,0,0,2.8,medium
7376,Lyon,1,75,390501,2006,1,0,2.9000000000000004,medium
7377,Lyon,2,59,361995,2009,0,0,3.7,high
7378,Marseille,3,108,353640,2019,1,0,3.6999999999999993,medium
7379,Marseille,3,122,402606,2006,1,1,3.0999999999999996,low
7380,Lyon,2,50,255521,2008,0,0,3.2,medium
7381,Lyon,2,75,308853,2012,0,0,3.2,medium
7382,Lyon,2,78,591254,2022,1,0,4.3,high
7383,Marseille,2,140,768397,2018,1,0,4.199999999999999,high
7384,Lyon,1,61,401751,2010,1,0,3.7,high
7385,Paris,1,54,452297,2009,0,0,3.2,medium
7386,Marseille,2,85,276612,2015,1,1,3.0999999999999996,low
7387,Paris,1,54,685938,2023,0,0,4.0,high
7388,Lyon,1,80,582241,2020,1,0,4.0,high
7389,Paris,1,46,448427,2012,0,0,3.2,medium
7390,Lyon,1,85,422757,2006,1,0,2.9000000000000004,medium
7391,Paris,1,44,389673,2008,0,0,3.2,medium
7392,Lyon,1,71,323351,2006,1,0,2.9000000000000004,medium
7393,Lyon,2,135,709070,2007,1,1,4.0,medium
7394,Lyon,1,88,421613,2008,0,0,2.9000000000000004,medium
7395,Paris,2,53,688289,2012,1,0,4.3,high
7396,Paris,1,54,468467,2009,0,0,3.2,medium
7397,Lyon,2,88,615891,2013,1,0,4.0,high
7398,Lyon,1,86,664171,2024,1,1,4.5,high
7399,Marseille,2,103,367954,2014,0,1,3.5999999999999996,medium
7400,Marseille,1,60,315154,2015,0,0,3.0,high
7401,Lyon,2,80,328055,2019,1,0,3.3,low
7402,Marseille,2,130,657759,2005,1,0,3.5999999999999996,high
7403,Paris,2,53,618138,2020,0,0,4.3,high
7404,Paris,1,27,361496,2023,0,0,3.7,high
7405,Paris,1,77,535923,2010,1,0,3.0,low
7406,Paris,2,54,489388,2015,0,0,3.5,medium
7407,Paris,1,76,815411,2020,0,0,3.5,medium
7408,Lyon,2,104,624138,2015,1,1,4.3,medium
7409,Marseille,1,82,376170,2014,0,0,3.0,high
7410,Lyon,1,93,676549,2024,1,0,4.0,high
7411,Marseille,1,96,545587,2021,1,1,3.5999999999999996,medium
7412,Marseille,1,94,389994,2005,1,1,3.0,medium
7413,Lyon,2,100,647586,2014,0,1,3.7,medium
7414,Lyon,2,50,232567,2012,0,0,3.2,medium
7415,Paris,2,56,694637,2014,1,0,4.3,high
7416,Paris,1,74,1095982,2019,0,0,4.0,high
7417,Paris,1,64,992120,2024,0,0,4.0,high
7418,Paris,1,96,1310989,2018,0,1,4.5,high
7419,Marseille,1,98,312665,2014,1,1,2.8,low
7420,Lyon,2,53,355108,2023,0,0,4.0,high
7421,Marseille,2,77,367964,2006,1,0,2.8,medium
7422,Marseille,2,102,375104,2010,0,1,3.5999999999999996,medium
7423,Marseille,2,129,500387,2009,0,0,3.0999999999999996,medium
7424,Lyon,1,88,446382,2010,1,0,3.2,medium
7425,Lyon,1,95,363161,2006,1,1,2.9000000000000004,low
7426,Marseille,2,100,422125,2011,0,1,3.3,medium
7427,Lyon,3,117,709260,2015,0,0,4.0,high
7428,Marseille,1,75,332893,2018,1,0,3.0999999999999996,medium
7429,Paris,2,51,390866,2006,0,0,3.2,medium
7430,Paris,1,76,880661,2017,0,0,4.0,high
7431,Lyon,1,90,488057,2010,1,0,3.2,medium
7432,Marseille,2,104,432810,2018,1,1,4.199999999999999,medium
7433,Lyon,2,87,529151,2013,1,1,4.0,medium
7434,Lyon,1,80,505963,2015,1,0,3.2,medium
7435,Paris,2,80,935310,2017,0,0,4.3,high
7436,Paris,2,58,693918,2018,0,0,4.3,high
7437,Paris,1,68,847818,2017,1,0,4.3,high
7438,Lyon,1,99,778037,2010,1,1,4.2,high
7439,Marseille,2,64,300214,2017,0,0,3.5999999999999996,high
7440,Lyon,1,68,386456,2011,1,0,3.2,medium
7441,Lyon,2,63,271147,2017,1,0,3.8,medium
7442,Lyon,3,132,869558,2014,1,1,4.3,medium
7443,Marseille,2,133,407277,2011,1,0,2.8999999999999995,low
7444,Marseille,2,98,515668,2018,0,0,3.5999999999999996,high
7445,Paris,1,64,454607,2010,0,0,2.7,low
7446,Lyon,1,69,366652,2018,0,0,3.2,medium
7447,Lyon,2,110,830849,2013,1,0,4.3,high
7448,Marseille,3,144,437403,2013,1,1,3.3999999999999995,low
7449,Paris,1,76,763238,2015,0,0,3.2,medium
7450,Marseille,2,60,267478,2020,0,0,3.5999999999999996,high
7451,Marseille,1,60,205456,2019,0,0,2.8,medium
7452,Lyon,2,89,570097,2015,1,1,4.0,medium
7453,Lyon,1,50,308174,2021,1,0,3.5,medium
7454,Paris,1,59,680900,2008,1,0,3.5,medium
7455,Lyon,1,81,465045,2018,1,1,4.0,medium
7456,Marseille,2,67,387699,2024,0,0,3.5999999999999996,high
7457,Paris,1,69,859470,2016,0,0,4.0,high
7458,Lyon,2,108,500931,2014,1,1,3.8,low
7459,Lyon,2,50,242980,2005,0,0,2.9000000000000004,medium
7460,Marseille,2,135,781345,2021,1,1,4.699999999999999,high
7461,Marseille,1,82,432358,2005,0,1,2.7,medium
7462,Paris,2,51,682470,2015,0,0,4.0,high
7463,Paris,2,65,473641,2008,0,0,3.0,low
7464,Marseille,3,135,612187,2021,0,1,3.8999999999999995,medium
7465,Marseille,1,60,307058,2005,0,0,2.7,high
7466,Lyon,2,50,227181,2013,1,0,3.5,medium
7467,Paris,1,35,404335,2010,0,0,3.4000000000000004,high
7468,Lyon,2,92,616890,2016,1,1,4.3,medium
7469,Lyon,1,57,184806,2013,0,0,2.4000000000000004,low
7470,Paris,2,62,834674,2020,0,0,4.3,high
7471,Marseille,2,118,737700,2016,1,0,4.199999999999999,high
7472,Marseille,2,65,269521,2006,1,0,2.8,medium
7473,Paris,1,64,739092,2019,0,0,4.0,high
7474,Marseille,2,60,181849,2007,1,0,2.3,low
7475,Paris,1,54,795721,2024,0,0,4.0,high
7476,Paris,2,87,693734,2010,1,0,3.3,low
7477,Paris,1,80,961238,2007,0,0,3.4000000000000004,high
7478,Marseille,1,72,410076,2022,1,0,3.5999999999999996,high
7479,Paris,1,46,493927,2005,0,0,2.9000000000000004,medium
7480,Marseille,1,64,161495,2018,0,0,2.3,low
7481,Marseille,1,60,237009,2017,0,0,2.8,medium
7482,Marseille,2,140,544549,2018,0,0,3.3999999999999995,medium
7483,Paris,1,36,416196,2019,0,0,3.7,high
7484,Paris,2,76,566221,2010,0,0,3.5,medium
7485,Marseille,2,65,334377,2023,1,0,3.8999999999999995,high
7486,Paris,1,46,598708,2019,0,0,4.0,high
7487,Lyon,2,113,871011,2022,1,1,5.0,high
7488,Marseille,4,178,668874,2014,1,1,3.6999999999999993,low
7489,Lyon,1,64,227765,2021,1,0,3.0,low
7490,Marseille,2,134,665213,2024,1,0,4.199999999999999,high
7491,Paris,1,59,861772,2018,0,0,4.0,high
7492,Lyon,2,107,849821,2020,1,1,5.0,high
7493,Paris,1,43,465510,2013,0,0,3.2,medium
7494,Marseille,3,170,835645,2012,0,1,3.5999999999999996,medium
7495,Lyon,2,112,530855,2013,1,0,3.8,medium
7496,Marseille,1,67,371198,2015,1,0,3.3,high
7497,Lyon,1,88,419647,2017,1,1,3.5,low
7498,Paris,1,20,153579,2024,0,0,3.2,medium
7499,Paris,2,68,756407,2017,0,0,4.3,high
7500,Marseille,3,155,632878,2015,0,0,3.0999999999999996,medium
7501,Marseille,2,60,284314,2021,1,0,3.3999999999999995,medium
7502,Lyon,1,72,217447,2010,1,0,2.7,low
7503,Marseille,1,88,409864,2018,1,0,3.0999999999999996,medium
7504,Paris,2,79,1203898,2020,0,0,4.3,high
7505,Marseille,3,142,377976,2017,1,1,3.6999999999999993,low
7506,Marseille,3,129,799558,2013,0,0,3.5999999999999996,high
7507,Marseille,1,60,261235,2012,1,0,2.8,medium
7508,Lyon,3,146,1037390,2012,1,1,4.3,medium
7509,Marseille,3,145,866373,2015,1,0,3.8999999999999995,high
7510,Marseille,3,104,467385,2017,1,1,4.199999999999999,medium
7511,Paris,2,87,1363435,2021,0,1,4.8,high
7512,Lyon,2,111,635448,2018,0,0,3.8,medium
7513,Marseille,3,140,835305,2022,1,1,4.699999999999999,high
7514,Paris,1,86,1257780,2023,1,0,4.3,high
7515,Paris,2,79,733099,2017,0,0,3.8,medium
7516,Marseille,2,101,527013,2019,1,1,4.199999999999999,medium
7517,Marseille,1,61,240159,2010,1,0,2.8,medium
7518,Paris,2,75,987502,2018,1,0,4.6,high
7519,Paris,1,30,328525,2005,0,0,2.6000000000000005,medium
7520,Marseille,2,71,315701,2019,1,0,3.3999999999999995,medium
7521,Marseille,2,60,330114,2021,1,0,3.8999999999999995,high
7522,Marseille,1,93,432200,2020,1,0,3.0999999999999996,medium
7523,Lyon,1,64,322482,2022,0,0,3.2,medium
7524,Paris,1,44,475945,2014,0,0,3.2,medium
7525,Paris,1,43,546678,2021,0,0,4.0,high
7526,Marseille,1,60,268010,2010,1,0,2.8,medium
7527,Paris,1,66,827602,2016,0,0,4.0,high
7528,Paris,1,20,209443,2015,0,0,2.9000000000000004,medium
7529,Marseille,2,113,727059,2015,1,1,4.3999999999999995,high
7530,Marseille,1,96,455564,2015,1,0,2.8,medium
7531,Paris,1,49,418367,2023,0,0,3.5,medium
7532,Paris,1,60,821383,2019,0,0,4.0,high
7533,Lyon,1,66,361558,2011,1,0,3.2,medium
7534,Paris,2,61,604975,2014,0,0,3.5,medium
7535,Paris,1,44,533519,2024,0,0,4.0,high
7536,Lyon,3,105,503570,2007,0,0,3.2,medium
7537,Marseille,3,124,477152,2005,1,1,3.5999999999999996,medium
7538,Lyon,2,74,330504,2017,1,0,3.8,medium
7539,Lyon,1,62,376632,2012,0,0,3.4000000000000004,high
7540,Marseille,2,82,325719,2018,1,0,3.3999999999999995,medium
7541,Paris,2,55,678352,2023,0,0,4.3,high
7542,Lyon,2,85,514539,2014,0,1,3.7,medium
7543,Lyon,1,95,528921,2016,1,0,3.5,medium
7544,Marseille,2,115,402046,2015,1,0,3.3999999999999995,medium
7545,Lyon,1,69,299510,2007,0,0,2.6000000000000005,medium
7546,Marseille,2,97,399314,2023,0,0,3.0999999999999996,medium
7547,Paris,1,35,533755,2024,0,0,3.7,high
7548,Paris,2,76,1078754,2018,0,0,4.3,high
7549,Lyon,2,71,469904,2010,0,0,3.7,high
7550,Marseille,1,91,458827,2019,1,0,3.5999999999999996,high
7551,Lyon,3,121,780831,2019,1,0,4.6,high
7552,Paris,2,61,477217,2009,0,0,3.5,medium
7553,Marseille,1,92,455134,2023,1,0,3.5999999999999996,high
7554,Paris,1,64,730792,2020,0,0,4.0,high
7555,Marseille,2,71,409194,2014,0,0,3.3,high
7556,Lyon,1,53,356713,2016,1,0,4.0,high
7557,Lyon,2,53,194426,2010,1,0,3.0,low
7558,Lyon,1,56,309723,2018,1,0,3.5,medium
7559,Paris,1,44,538419,2008,0,0,3.7,high
7560,Paris,1,46,608305,2024,0,0,4.0,high
7561,Lyon,2,146,1277160,2023,0,1,4.8,high
7562,Paris,2,89,859585,2005,0,0,3.2,medium
7563,Lyon,2,81,575769,2014,1,1,4.0,medium
7564,Marseille,3,122,389028,2022,0,1,3.3999999999999995,low
7565,Lyon,3,144,763450,2024,1,1,4.6,medium
7566,Paris,1,51,687761,2023,1,0,4.3,high
7567,Marseille,2,62,197790,2017,0,0,3.0999999999999996,medium
7568,Lyon,2,93,308383,2015,1,0,3.0,low
7569,Paris,1,45,533488,2005,0,0,3.4000000000000004,high
7570,Marseille,1,86,574507,2021,1,0,3.5999999999999996,high
7571,Marseille,2,119,632030,2016,0,0,3.8999999999999995,high
7572,Marseille,2,145,445842,2021,1,0,3.1999999999999993,low
7573,Marseille,1,95,417521,2009,0,1,3.0,medium
7574,Marseille,2,60,232095,2018,0,0,3.0999999999999996,medium
7575,Paris,1,80,771584,2012,0,0,3.2,medium
7576,Paris,2,76,996043,2016,1,0,4.6,high
7577,Paris,1,32,386016,2012,0,0,3.4000000000000004,high
7578,Paris,1,70,957569,2018,0,0,4.0,high
7579,Marseille,1,87,333070,2009,1,1,3.3,medium
7580,Paris,1,51,569772,2020,1,0,3.8,medium
7581,Paris,2,53,455440,2010,0,0,3.5,medium
7582,Lyon,1,88,641785,2023,0,0,3.7,high
7583,Lyon,2,113,679135,2005,1,1,4.0,medium
7584,Lyon,2,70,318218,2012,1,0,3.5,medium
7585,Marseille,1,96,386671,2019,1,1,3.5999999999999996,medium
7586,Marseille,1,60,215669,2005,1,0,2.5,medium
7587,Paris,1,43,522633,2007,0,0,3.4000000000000004,high
7588,Marseille,1,60,282010,2013,1,0,2.8,medium
7589,Marseille,3,180,839738,2009,1,0,3.3999999999999995,medium
7590,Lyon,2,95,531770,2021,1,0,3.8,medium
7591,Lyon,2,71,385985,2020,0,0,3.5,medium
7592,Marseille,1,89,327105,2005,1,0,2.5,medium
7593,Paris,2,73,754861,2016,0,0,3.8,medium
7594,Marseille,3,109,392355,2011,1,1,3.3999999999999995,low
7595,Lyon,2,67,237459,2018,1,0,3.3,low
7596,Lyon,3,107,640666,2012,1,0,3.8,medium
7597,Lyon,1,72,437417,2016,0,0,3.7,high
7598,Lyon,1,58,278946,2017,1,0,3.5,medium
7599,Paris,1,56,615389,2020,0,0,3.5,medium
7600,Marseille,2,60,251741,2015,0,0,2.8,medium
7601,Paris,2,54,407326,2006,0,0,3.2,medium
7602,Marseille,1,60,281956,2020,1,0,3.0999999999999996,medium
7603,Lyon,1,50,461406,2024,0,0,1.2000000000000002,scam
7604,Paris,1,49,615698,2023,0,0,4.0,high
7605,Marseille,3,117,493321,2015,1,0,3.3999999999999995,medium
7606,Lyon,2,99,628669,2010,0,1,3.7,medium
7607,Marseille,2,143,611577,2013,0,0,3.0999999999999996,medium
7608,Marseille,3,156,894560,2012,0,1,4.1,high
7609,Marseille,2,60,197714,2012,1,0,3.0999999999999996,medium
7610,Marseille,2,76,290372,2010,0,0,2.8,medium
7611,Marseille,2,101,391240,2015,1,1,3.8999999999999995,medium
7612,Marseille,2,83,329382,2013,1,1,3.5999999999999996,medium
7613,Lyon,2,80,383713,2018,0,0,3.5,medium
7614,Marseille,3,180,781362,2014,1,1,3.8999999999999995,medium
7615,Marseille,2,98,374228,2006,1,0,2.8,medium
7616,Paris,1,64,754376,2009,0,0,3.7,high
7617,Lyon,3,121,662030,2015,1,0,3.8,medium
7618,Marseille,2,93,573979,2014,1,0,3.5999999999999996,high
7619,Marseille,1,76,410366,2013,0,0,3.0,high
7620,Paris,1,69,1110432,2022,0,0,4.0,high
7621,Lyon,3,115,565319,2013,0,0,3.5,medium
7622,Paris,1,44,410943,2006,0,0,2.9000000000000004,medium
7623,Paris,2,66,840003,2011,0,0,4.0,high
7624,Paris,2,59,880335,2022,1,0,4.6,high
7625,Marseille,3,150,537967,2011,1,0,3.3999999999999995,medium
7626,Marseille,3,157,739752,2010,0,0,3.5999999999999996,high
7627,Paris,2,51,409779,2015,0,0,3.5,medium
7628,Paris,1,56,636552,2005,0,0,3.4000000000000004,high
7629,Paris,1,56,728311,2010,1,0,4.0,high
7630,Lyon,2,95,377521,2012,0,1,3.2,low
7631,Lyon,1,50,238921,2023,0,0,3.2,medium
7632,Lyon,3,123,317440,2008,1,0,3.3,low
7633,Marseille,2,74,347183,2006,0,0,3.0,high
7634,Marseille,3,113,370221,2012,0,0,3.0999999999999996,medium
7635,Paris,1,52,435171,2010,0,0,3.2,medium
7636,Lyon,2,69,229436,2007,1,0,2.7,low
7637,Marseille,2,77,129450,2005,0,0,1.9999999999999998,low
7638,Paris,1,39,385067,2007,0,0,2.6000000000000005,medium
7639,Paris,1,47,422972,2006,0,0,2.9000000000000004,medium
7640,Paris,2,68,876560,2023,1,0,4.6,high
7641,Paris,1,43,642439,2015,0,0,3.7,high
7642,Marseille,1,88,497342,2021,1,0,3.5999999999999996,high
7643,Paris,1,80,1096575,2023,1,0,4.3,high
7644,Marseille,3,121,471292,2008,1,1,3.8999999999999995,medium
7645,Paris,1,42,531989,2022,0,0,4.0,high
7646,Paris,1,20,258567,2015,0,0,3.4000000000000004,high
7647,Marseille,2,104,572553,2011,1,1,3.8999999999999995,medium
7648,Lyon,1,53,261692,2023,0,0,3.2,medium
7649,Lyon,2,62,419953,2008,0,0,3.7,high
7650,Marseille,2,138,648763,2013,1,1,3.8999999999999995,medium
7651,Paris,1,53,622485,2015,0,0,3.7,high
7652,Paris,1,79,607503,2010,0,0,3.2,medium
7653,Marseille,2,103,390925,2012,1,1,3.3999999999999995,low
7654,Lyon,2,104,462492,2023,1,1,4.1,low
7655,Paris,2,60,712162,2016,1,0,4.1,medium
7656,Paris,1,44,594431,2017,0,0,4.0,high
7657,Lyon,1,82,365788,2017,0,1,3.2,low
7658,Lyon,2,119,542481,2007,1,0,3.5,medium
7659,Lyon,1,98,606702,2020,1,0,3.5,medium
7660,Paris,1,71,690863,2011,0,0,3.2,medium
7661,Paris,1,43,495684,2016,0,0,4.0,high
7662,Lyon,1,62,424285,2014,0,0,3.4000000000000004,high
7663,Paris,1,33,255706,2008,0,0,2.9000000000000004,medium
7664,Marseille,3,180,948023,2009,1,0,3.8999999999999995,high
7665,Lyon,1,50,173690,2008,0,0,2.4000000000000004,low
7666,Marseille,2,118,369915,2019,0,1,3.3999999999999995,low
7667,Marseille,1,88,561032,2022,1,1,4.1,high
7668,Lyon,3,117,589053,2013,1,0,3.8,medium
7669,Paris,1,22,237008,2011,0,0,2.9000000000000004,medium
7670,Paris,1,40,430381,2006,0,0,2.9000000000000004,medium
7671,Marseille,1,61,151073,2016,1,0,2.5999999999999996,low
7672,Marseille,1,63,343079,2015,1,0,3.3,high
